T,P,S,O,D,A
38,2,4,13,0,2
15,3,4,8,0,2
64,1,2,6,0,16
30,4,3,8,0,2
7,2,4,2,0,1
14,2,3,2,0,2
131,2,4,2,0,1
14,2,4,2,0,1
15,5,6,2,0,1
149,1,2,6,0,3
10,1,2,15,0,2
38,2,4,2,0,1
8,2,4,6,0,1
10,3,4,6,0,1
15,2,2,8,0,1
12,2,4,2,0,2
64,1,3,6,0,3
338,1,3,8,0,3
7,2,4,8,0,1
2,2,4,2,0,1
8,2,4,8,0,1
50,2,3,3,0,2
35,1,4,2,0,1
35,2,4,13,0,1
11,2,3,2,0,2
85,2,4,2,0,1
35,2,4,13,0,2
715,1,3,2,0,3
64,2,3,13,0,3
1264,1,3,2,0,3
119,4,5,3,0,2
15,4,4,15,0,2
862,1,3,1,0,8
2,1,4,3,0,5
286,2,3,8,0,1
338,3,3,6,1,4
89,1,3,15,0,3
338,1,3,1,0,3
81,1,3,2,0,1
157,1,3,2,0,8
862,2,3,6,1,11
6,2,4,2,0,2
55,2,4,3,0,2
125,1,3,6,0,4
1958,1,3,2,0,2
7,2,3,2,0,1
50,2,3,8,0,1
23,2,3,8,0,2
40,1,3,3,0,3
10,2,4,3,0,1
20,2,3,2,0,1
208,2,4,2,0,4
986,3,4,3,2,8
251,3,5,1,0,3
312,2,4,2,0,3
338,2,4,3,0,3
267,2,4,8,0,4
61,2,3,15,0,2
986,4,3,6,0,8
493,2,4,18,0,3
42,2,4,3,0,1
13,5,6,6,0,1
862,2,4,6,0,4
186,4,5,15,0,1
208,3,4,2,0,2
61,4,4,2,1,2
5,3,4,6,0,1
178,2,4,15,0,4
862,2,4,4,0,2
178,2,3,2,0,2
715,2,4,2,0,9
186,2,4,2,0,3
430,2,4,6,0,3
986,2,4,6,0,4
862,2,4,6,1,13
580,1,4,6,0,3
149,2,4,4,0,2
430,3,7,4,0,1
208,2,4,1,0,3
67,2,4,16,0,1
1958,0,7,6,1,175
98,4,7,1,0,3
6,2,4,15,0,1
14,2,4,3,0,3
81,2,4,8,0,2
50,2,4,8,0,1
48,2,4,3,0,1
103,3,6,2,0,1
43,1,2,15,0,5
6,2,4,2,0,1
5,2,3,15,0,1
53,2,4,6,0,1
48,2,4,6,0,1
715,2,4,6,1,3
1,2,4,3,0,2
33,1,2,3,0,4
208,2,7,1,0,2
338,4,4,7,0,5
1,2,3,15,0,1
1958,2,4,6,2,12
81,1,2,6,0,3
89,2,4,8,0,1
430,2,3,13,0,2
142,2,4,8,0,2
53,2,4,8,0,1
53,2,4,8,0,1
48,2,4,8,0,1
46,2,4,8,0,2
53,2,4,8,0,1
142,3,4,6,0,2
4,2,4,13,0,1
142,3,4,6,0,2
40,2,4,3,0,2
6,2,4,3,0,2
137,2,4,2,0,3
35,2,4,6,0,3
35,2,4,6,0,3
35,2,4,6,0,4
119,2,3,2,0,3
27,2,4,6,0,3
137,2,4,6,0,4
27,2,3,3,0,4
27,2,4,3,0,4
46,2,4,3,0,3
580,1,4,6,0,6
178,2,4,2,0,4
18,2,3,15,0,4
108,3,2,6,0,3
64,2,4,6,0,5
178,2,4,2,0,4
142,2,4,6,0,5
27,2,4,15,0,4
38,2,4,3,0,2
40,2,3,6,0,3
580,2,3,15,0,5
94,2,3,6,0,3
208,1,3,3,0,2
125,3,3,3,0,3
50,2,4,3,0,1
67,2,3,3,0,1
64,2,4,3,0,3
580,1,4,6,0,1
208,1,4,13,0,3
2,2,4,8,0,1
77,1,4,2,0,4
137,2,4,8,0,1
2,2,4,8,0,1
137,2,5,13,0,2
2,2,4,3,0,1
43,2,4,15,0,2
267,1,4,6,0,1
197,2,4,15,0,1
1264,2,4,8,1,5
103,2,4,3,0,2
40,2,4,15,0,3
81,2,4,2,0,3
3,1,2,2,0,1
67,2,4,3,0,2
1,2,4,5,0,5
94,1,2,8,0,2
70,2,4,2,0,3
64,2,4,2,0,1
25,2,4,6,0,4
430,2,4,6,0,22
58,2,4,6,0,2
1,2,4,6,0,4
149,2,5,6,0,6
125,2,4,3,0,4
67,2,4,3,0,4
15,2,4,15,0,4
36,1,4,3,0,4
67,2,3,6,0,5
40,2,5,6,0,4
142,1,4,3,0,1
27,2,5,3,0,1
493,2,4,3,1,6
36,2,6,8,0,4
125,2,5,3,0,4
338,1,3,6,0,2
43,1,3,3,0,3
22,2,4,15,0,4
58,2,4,2,0,3
22,2,4,8,0,4
50,2,4,2,0,3
223,3,4,2,0,3
8,2,4,2,0,3
22,2,4,2,0,2
61,2,4,15,0,3
267,2,4,15,0,4
251,2,4,3,0,4
19,2,4,2,0,3
26,2,4,2,0,3
1264,2,4,6,0,3
186,2,4,2,0,3
137,2,4,2,0,4
64,2,4,15,0,3
1,2,4,3,0,3
1,2,4,3,0,3
43,2,4,3,0,3
14,2,4,3,0,3
58,2,4,2,0,4
1,2,4,6,0,5
1,2,4,3,0,3
58,2,4,2,0,3
186,3,4,6,0,3
1,2,4,8,0,1
1264,4,4,6,7,11
50,2,4,2,0,3
30,2,4,2,0,3
1,2,4,3,0,3
142,2,4,3,0,3
77,2,4,3,0,3
40,1,4,2,0,3
53,2,4,2,0,3
98,1,4,2,0,4
42,2,4,2,0,3
10,2,4,2,0,3
103,3,4,2,0,4
35,2,4,2,0,3
157,5,3,6,0,1
43,2,4,3,0,3
312,2,4,6,0,3
493,3,3,6,0,5
26,1,4,3,0,9
131,2,4,2,0,2
30,2,4,2,0,3
81,2,3,2,0,3
142,2,4,3,0,2
42,3,4,15,0,1
58,2,4,6,0,1
208,2,6,4,0,2
2,2,4,4,0,1
4,1,3,2,0,2
2,2,4,8,0,1
178,2,3,2,0,1
223,3,4,8,0,3
3,1,3,8,0,1
58,1,4,2,0,2
19,2,4,15,0,1
81,2,4,15,0,1
18,2,4,13,0,1
29,2,4,8,0,1
64,2,4,15,0,2
85,2,4,2,0,2
81,2,4,15,0,1
8,1,2,15,0,3
29,2,4,6,0,1
493,1,4,6,1,7
85,2,4,6,0,5
20,2,3,13,0,2
15,2,4,6,0,3
178,2,2,2,0,2
81,2,4,13,0,1
2,2,4,13,0,1
27,1,4,3,0,1
286,2,4,6,0,8
46,2,4,8,0,1
239,2,4,2,0,6
267,1,1,2,0,4
74,3,4,2,0,2
94,2,4,6,0,4
223,2,4,3,0,4
312,2,4,6,0,2
157,2,4,3,0,3
1264,5,4,3,0,4
372,2,4,1,0,3
251,2,4,3,0,1
1264,2,4,7,0,7
165,2,4,2,0,2
48,2,4,8,0,1
11,2,4,15,0,3
16,2,3,6,0,2
27,2,4,15,0,1
1264,2,4,13,0,7
5,2,4,8,0,1
5,2,4,15,0,1
27,1,4,1,0,7
55,2,4,8,0,2
5,2,4,4,0,1
178,1,3,2,0,2
10,1,3,2,0,1
6,2,3,15,0,2
74,2,4,2,0,2
23,2,3,15,0,1
165,2,4,4,0,2
30,1,2,8,0,4
7,1,4,15,0,1
165,2,4,4,0,4
862,3,7,6,0,7
14,2,4,1,0,1
2,1,4,3,0,2
10,2,4,4,0,1
58,2,4,15,0,2
7,1,4,15,0,1
38,2,4,2,0,1
23,1,2,2,0,2
223,2,4,6,0,3
42,2,2,3,0,4
42,2,4,2,0,3
35,2,7,2,0,1
11,2,4,2,0,3
125,2,4,15,0,2
33,2,4,2,0,3
43,2,4,8,0,1
20,2,3,4,0,2
53,1,4,2,0,1
77,2,4,13,0,1
125,2,4,13,0,1
208,3,4,6,0,3
986,2,5,6,0,4
10,2,4,3,0,1
21,2,4,13,0,1
338,2,4,6,0,1
12,3,7,6,0,3
6,2,4,3,0,1
165,2,4,8,0,2
5,2,4,8,0,2
5,2,4,3,0,2
430,2,4,4,0,10
27,2,4,8,0,1
64,2,4,6,0,2
113,2,4,8,0,1
131,2,4,8,0,3
26,2,4,8,0,1
67,2,4,8,0,1
26,2,4,8,0,1
67,2,4,8,0,3
46,2,4,8,0,2
137,1,4,8,0,2
8,2,4,8,0,1
30,2,4,8,0,3
2,2,4,8,0,2
19,2,4,8,0,2
81,2,4,8,0,4
20,2,4,8,0,2
1264,2,4,8,0,1
46,2,4,8,0,1
14,2,4,8,0,1
131,2,4,8,0,3
10,2,4,15,0,2
40,2,4,8,0,1
3,2,4,8,0,1
13,2,4,15,0,2
27,1,4,8,0,1
4,2,4,3,0,3
8,1,2,2,0,1
70,2,4,2,0,2
26,5,6,8,0,1
94,2,4,3,0,3
1,2,4,8,0,2
85,2,4,2,0,2
30,2,2,2,0,3
2,2,4,3,0,5
64,2,4,4,0,1
43,2,4,2,0,1
4,2,3,2,0,1
208,3,4,2,0,1
18,2,4,8,0,1
1958,3,7,6,3,91
715,2,3,6,0,10
89,2,4,3,0,3
108,2,4,3,0,3
1,2,3,2,0,1
1,2,3,2,0,1
186,2,4,2,0,1
580,2,4,6,0,5
1,2,3,2,0,1
178,2,4,2,1,1
10,2,4,2,0,1
48,2,4,2,0,2
81,2,4,2,0,2
29,2,4,2,0,1
61,1,3,13,0,1
81,4,4,13,0,1
21,1,2,2,0,5
2,1,3,2,0,3
55,2,3,13,0,1
7,2,4,8,0,5
98,3,4,6,0,2
142,5,4,2,0,2
8,1,4,2,0,2
7,1,4,3,0,6
580,3,4,8,0,1
16,1,2,2,0,2
103,2,4,8,0,1
239,2,4,2,0,3
2,1,2,2,0,1
715,2,7,2,0,1
186,1,1,2,0,2
67,2,4,2,0,3
223,2,4,2,0,3
186,2,4,6,0,2
26,1,3,2,0,3
7,1,4,3,0,3
19,1,4,3,0,8
239,1,3,3,3,16
108,3,4,2,0,2
108,3,4,3,0,3
10,3,4,2,0,1
27,1,4,3,0,1
64,2,4,4,0,3
43,4,4,4,0,2
178,3,4,4,0,2
7,2,4,4,0,2
50,2,4,4,0,2
8,2,4,8,0,4
338,2,4,2,0,1
19,2,3,13,0,1
11,2,4,13,0,1
8,2,4,13,0,2
18,2,3,3,0,1
27,2,4,2,0,3
33,2,4,2,0,1
119,2,4,2,0,2
430,4,7,6,0,5
208,2,3,2,0,4
13,1,4,3,0,2
42,1,2,2,0,1
15,2,3,2,0,2
178,2,1,13,0,10
13,3,4,2,0,1
239,2,4,2,1,1
103,3,4,2,0,1
862,3,4,6,0,5
19,2,4,3,0,2
4,2,4,3,0,2
18,2,3,3,0,1
89,3,4,13,0,1
3,2,4,6,0,1
35,2,4,2,0,4
16,2,4,2,0,2
26,2,4,13,0,1
3,2,4,8,0,2
103,2,4,2,0,2
1,2,3,2,0,2
108,2,3,2,0,4
430,2,4,13,0,1
4,2,3,2,0,2
113,2,4,4,0,1
42,2,4,1,0,1
27,2,2,13,0,1
64,2,4,6,0,1
137,2,4,2,0,3
10,1,4,6,0,9
2,2,4,15,0,2
33,2,4,6,0,2
2,2,4,6,0,3
3,2,4,1,0,1
12,2,4,6,0,2
33,4,5,3,0,1
2,2,4,15,0,3
4,2,3,12,0,1
74,2,4,2,0,5
26,2,4,8,0,1
1,2,4,2,0,2
372,1,7,4,0,5
3,2,4,15,0,1
3,2,4,15,0,1
4,1,4,8,0,1
27,2,4,15,0,1
3,2,4,15,0,2
50,2,4,15,0,2
4,2,4,15,0,1
58,2,4,6,0,1
14,2,4,3,0,1
108,2,4,13,0,1
9,2,4,2,0,1
15,2,4,2,0,2
77,1,3,6,0,8
36,1,4,3,0,1
208,2,4,6,1,2
15,2,4,3,0,3
493,1,3,7,0,3
197,1,4,4,0,7
10,2,2,2,0,1
14,2,3,2,0,2
493,1,4,6,0,3
50,1,2,2,0,3
5,1,4,3,0,6
2,1,4,3,0,3
13,2,5,2,0,1
2,1,2,15,0,6
2,1,2,15,0,7
2,1,4,2,0,1
2,1,2,15,0,9
42,2,4,3,0,1
7,1,3,2,0,4
178,2,4,3,0,3
2,2,4,5,0,2
2,1,2,15,0,8
2,2,4,15,0,2
715,2,4,15,1,6
142,2,4,4,0,2
35,1,3,4,0,3
19,2,4,2,0,2
30,4,5,6,0,2
16,2,4,2,0,2
33,2,2,8,0,2
74,2,3,13,0,1
20,2,4,2,0,2
21,2,4,2,0,1
11,3,4,4,0,1
113,4,4,4,0,1
197,1,2,3,0,4
11,1,2,13,0,1
1,2,4,13,0,2
3,2,4,2,0,2
74,2,4,2,0,2
22,2,3,2,0,1
251,2,4,2,0,1
108,1,1,2,0,3
38,2,4,3,0,2
4,1,4,3,0,9
23,1,2,2,0,1
715,2,7,6,0,2
33,2,4,15,0,1
4,1,3,15,0,4
6,2,4,15,0,2
103,1,3,15,1,6
223,2,4,8,0,3
6,1,4,6,0,2
42,2,3,4,0,1
20,2,4,8,0,1
1958,3,4,6,6,53
20,2,4,8,0,1
14,4,4,2,0,1
5,2,4,3,0,1
53,2,4,6,0,1
3,1,2,2,0,4
1,1,2,2,0,3
14,2,4,3,0,1
11,1,3,13,0,1
239,2,4,6,0,4
2,1,2,6,0,1
20,2,4,2,0,1
108,2,4,2,0,2
29,2,4,8,0,3
36,2,4,8,0,3
23,2,4,2,0,1
6,1,4,2,0,1
20,2,4,2,0,1
4,4,4,4,0,1
23,2,4,2,0,1
3,2,4,4,0,1
36,2,4,2,0,1
74,2,4,4,0,2
103,2,3,13,0,2
197,3,4,2,0,3
26,2,4,2,0,1
986,4,4,2,1,9
94,2,4,2,0,2
19,2,4,2,0,1
18,2,4,2,0,1
19,2,4,2,0,1
21,2,4,2,0,1
19,1,2,2,0,1
40,2,4,2,0,1
27,2,4,2,0,1
33,2,4,15,0,1
131,2,4,2,0,2
286,2,3,6,0,4
20,2,3,8,0,1
14,2,4,15,0,1
5,1,2,2,0,2
46,2,4,15,0,5
2,1,4,15,0,1
5,1,3,2,0,8
94,2,4,4,0,5
25,2,4,4,0,5
157,2,4,4,0,6
53,2,4,4,0,5
157,2,2,4,2,7
30,2,4,15,0,2
50,3,4,2,0,2
50,3,4,6,0,2
21,1,2,15,0,2
40,3,4,3,0,2
10,3,4,3,0,1
15,2,4,3,0,2
4,1,3,6,0,1
30,2,4,15,0,1
2,3,4,2,0,3
3,3,4,6,0,3
53,3,4,2,0,2
33,2,4,2,0,5
89,3,4,14,0,1
70,3,4,15,0,7
137,3,4,15,0,6
2,3,4,2,0,1
10,1,3,2,0,1
3,2,3,13,0,1
25,4,5,13,0,1
2,2,4,13,0,3
3,2,4,13,0,2
29,3,4,15,0,2
6,1,2,2,0,3
61,3,4,13,0,2
40,1,4,2,0,1
3,3,4,4,0,2
33,1,3,3,0,5
10,3,3,4,0,2
6,1,3,3,0,9
29,3,2,15,0,3
178,1,3,3,0,2
16,3,4,2,0,1
27,3,3,6,0,1
2,3,2,1,0,3
2,3,4,6,0,1
5,3,3,1,0,1
10,3,4,6,0,1
12,3,3,1,0,2
6,3,2,1,0,1
50,3,3,2,0,3
15,3,4,3,0,4
3,1,3,3,0,2
137,1,4,8,0,5
267,3,4,13,0,1
6,1,3,2,0,2
2,3,2,2,0,4
3,1,3,2,0,1
67,3,4,1,0,4
2,3,4,2,0,2
165,3,4,1,0,3
7,1,3,15,0,3
15,2,3,6,0,4
16,3,4,15,0,2
16,3,4,2,0,5
50,3,4,2,0,3
27,3,4,13,0,2
6,3,4,15,0,3
6,1,2,6,0,3
312,1,4,8,0,1
85,3,4,2,0,3
1,1,2,6,0,2
580,3,4,6,1,6
5,3,4,2,0,1
2,1,4,3,0,4
70,3,4,2,0,1
6,1,2,3,0,4
1,3,4,15,0,1
10,3,4,8,0,1
6,3,4,8,0,1
13,1,2,2,0,5
3,1,3,6,0,3
103,2,4,6,1,2
6,3,4,8,0,1
131,1,2,6,0,5
5,3,4,8,0,1
715,3,4,2,0,1
493,4,7,6,0,2
580,3,4,3,0,3
7,3,4,1,0,1
2,1,4,6,0,1
6,3,3,1,0,4
1264,2,4,7,0,1
1,3,4,6,0,2
1264,2,4,7,0,1
53,2,4,3,0,1
12,2,2,15,0,5
108,3,3,13,0,4
19,3,5,4,0,1
2,3,3,13,0,2
9,3,7,4,0,1
108,1,4,2,0,3
5,3,4,2,0,3
67,3,4,2,0,3
23,3,4,13,0,2
23,2,4,15,0,2
2,1,3,6,0,1
11,1,4,13,0,2
50,3,4,13,0,1
89,3,5,2,0,1
5,3,4,13,0,5
27,3,4,13,0,1
108,3,4,13,0,1
26,3,4,13,0,1
25,3,4,13,0,1
1,2,4,4,0,1
33,3,4,8,0,5
3,1,2,6,0,4
14,3,4,4,0,5
108,3,4,6,0,2
4,3,3,6,0,2
18,3,4,1,0,2
4,1,4,6,0,3
20,5,7,13,0,3
5,3,4,2,0,1
13,3,3,13,0,1
36,3,4,2,0,4
108,3,3,13,0,2
7,1,4,8,0,3
25,3,3,13,0,2
108,1,4,2,0,1
165,2,4,4,0,1
131,2,4,4,0,1
5,3,4,3,0,1
26,3,4,2,0,2
1,1,3,2,0,1
12,3,4,2,0,2
4,2,4,3,0,2
3,2,4,15,0,1
157,2,4,3,0,1
6,1,2,15,0,2
26,3,4,1,0,1
46,3,3,1,0,5
3,2,4,15,0,1
239,3,4,2,0,1
8,3,6,6,0,1
4,3,3,13,0,1
61,1,4,13,0,2
42,1,4,6,0,1
42,3,6,6,0,1
430,1,3,6,1,9
19,1,4,8,0,1
22,4,5,6,0,4
26,1,4,6,0,2
5,1,2,15,0,6
11,3,3,2,0,3
12,3,4,4,0,2
33,3,4,15,0,2
493,1,3,6,0,5
48,3,4,6,0,4
3,3,7,6,0,1
197,3,4,8,0,8
46,3,4,6,0,3
4,3,4,6,0,1
3,3,4,2,0,2
3,2,2,2,0,6
108,1,2,6,0,8
2,3,4,6,0,2
25,3,3,8,0,1
43,1,3,2,0,2
11,1,4,2,0,2
25,3,3,8,0,2
67,3,2,6,0,5
113,2,4,3,0,3
43,3,3,1,0,1
5,2,3,2,0,3
9,3,4,13,0,1
89,3,4,13,0,4
5,1,2,15,0,1
493,3,5,4,0,1
430,3,4,1,0,2
43,3,3,1,0,3
5,1,4,3,0,1
862,1,4,8,0,1
267,3,4,1,0,1
10,3,4,6,0,1
430,3,4,6,0,1
103,3,4,2,0,2
430,3,4,6,0,1
29,1,3,13,0,2
61,4,3,4,0,2
165,2,4,8,1,2
1,3,4,6,0,1
251,3,4,6,1,1
30,3,4,6,0,1
2,3,4,2,0,2
33,3,4,6,0,1
862,3,4,6,1,21
208,3,4,2,0,3
113,3,4,2,0,1
9,3,2,2,0,2
223,3,4,6,0,1
85,3,4,15,0,3
2,1,3,15,0,7
1,1,3,2,0,2
2,1,2,6,0,4
2,2,4,2,0,4
7,3,4,15,0,4
7,3,4,15,0,3
22,1,4,15,0,2
30,3,4,2,0,1
2,1,2,15,0,3
23,3,4,6,0,3
493,3,4,1,0,4
493,3,4,1,0,3
7,3,4,13,0,2
1,1,3,6,0,2
23,3,4,2,0,4
40,2,3,6,0,4
25,3,4,4,0,2
286,3,4,4,0,3
1,2,4,15,0,3
1,3,3,8,0,3
1,3,4,2,0,1
43,2,3,2,0,3
61,3,2,15,0,4
267,1,4,2,0,6
85,2,4,2,0,6
2,2,2,1,0,3
267,3,4,6,0,1
58,1,2,1,0,1
862,3,4,7,0,5
6,3,4,3,0,3
89,3,4,6,0,3
18,3,4,14,0,4
165,2,4,6,0,5
10,2,4,2,0,1
239,1,4,15,1,4
1,1,2,2,0,2
1,3,3,2,0,1
10,3,5,13,0,1
8,3,4,15,0,1
43,3,4,15,0,6
2,3,2,15,0,1
20,3,4,3,0,1
9,3,4,8,0,1
862,3,4,15,0,1
208,3,4,6,0,2
338,1,2,8,0,3
312,2,5,3,0,4
1,3,3,6,0,2
208,2,4,8,0,3
61,3,4,13,0,2
9,2,4,15,0,4
18,3,4,2,0,2
178,2,4,2,0,4
119,2,4,15,0,5
10,3,4,2,0,1
2,3,4,2,0,2
2,3,4,15,0,4
21,3,4,2,0,5
7,1,3,2,0,1
18,3,4,6,0,3
7,2,4,2,0,1
3,3,4,2,0,2
81,3,6,2,0,2
186,1,4,15,0,8
149,3,4,6,1,1
178,3,5,2,0,1
40,2,4,2,0,1
178,3,5,2,0,1
30,3,4,2,0,1
36,4,6,2,0,1
7,3,4,2,0,3
7,3,4,2,0,2
103,3,4,2,0,1
67,3,4,2,0,2
119,3,4,2,0,4
18,3,4,2,0,1
22,3,4,2,0,1
178,2,4,2,0,4
197,3,4,6,0,1
23,3,4,6,0,1
53,1,4,2,0,1
2,3,4,2,0,2
1,3,3,6,0,2
21,3,4,2,0,3
22,3,3,6,0,2
1,3,3,6,0,2
2,3,3,6,0,2
6,2,2,13,0,1
9,3,4,6,0,2
3,3,3,6,0,3
2,3,3,6,0,2
1264,0,7,6,0,23
1,3,4,6,0,2
42,3,3,6,0,2
42,3,3,6,0,2
580,2,3,2,0,1
9,1,2,6,0,4
70,3,2,8,0,2
6,2,3,4,0,3
142,3,4,15,0,3
142,3,4,3,0,5
14,3,4,4,0,1
137,1,4,15,0,3
36,3,4,2,0,6
223,1,4,6,2,4
23,3,3,2,0,2
6,3,3,2,0,2
6,3,4,8,0,2
18,4,5,2,0,2
1,3,4,8,0,4
2,3,4,15,0,4
10,3,4,15,0,5
157,3,4,3,0,2
142,3,4,6,0,4
165,3,4,3,0,1
21,3,4,3,0,4
55,2,4,4,0,1
142,3,4,4,0,1
2,3,3,2,0,2
40,3,3,2,0,1
21,2,3,2,0,4
46,3,2,2,0,3
430,3,4,6,0,2
30,3,4,6,0,6
30,2,4,8,0,2
1,3,4,13,0,1
8,3,4,15,0,1
14,3,4,2,0,2
2,3,3,13,0,2
74,2,4,6,0,5
5,3,4,2,0,1
186,3,4,15,0,1
165,3,5,15,0,1
8,3,7,2,0,3
16,3,4,13,0,2
42,3,4,15,0,1
50,2,3,6,0,4
77,3,4,15,0,2
142,3,5,2,0,1
197,3,4,15,0,1
3,3,3,6,0,1
85,3,4,13,0,2
1264,1,3,6,1,20
131,3,4,15,1,2
14,3,4,2,0,1
89,2,4,8,0,6
137,3,4,2,0,1
186,3,4,2,0,2
372,2,4,6,0,1
27,3,4,2,0,1
2,3,3,1,0,2
2,3,3,13,0,1
5,3,3,3,0,3
22,3,2,8,0,1
30,3,3,6,0,1
1,2,4,13,0,1
223,3,4,4,0,3
372,4,4,3,0,1
223,3,4,2,0,2
267,3,4,15,0,6
178,3,4,2,0,3
6,3,4,15,0,2
5,3,4,2,0,1
9,2,3,2,0,1
89,3,3,8,0,4
4,1,5,8,0,1
6,3,3,2,0,1
119,3,4,6,0,3
89,3,4,6,0,6
137,3,4,2,0,1
11,3,2,8,0,3
81,3,4,2,0,2
30,3,4,2,0,1
35,3,4,2,0,2
3,1,2,15,0,2
338,2,4,6,1,3
178,3,4,2,0,4
338,3,4,2,1,7
19,2,3,8,0,4
40,3,4,2,0,2
8,3,3,2,0,1
6,3,3,19,0,2
1264,3,4,2,0,1
61,3,4,15,0,1
312,3,3,2,0,4
19,3,3,2,0,2
15,3,4,15,0,1
137,4,4,1,0,5
223,3,4,15,0,1
493,2,4,8,0,9
493,2,2,8,0,1
186,3,4,6,0,8
33,3,4,2,0,8
48,1,4,8,0,6
6,1,2,15,0,1
22,2,2,13,0,1
5,1,4,8,0,3
13,2,3,8,0,1
40,1,4,15,0,1
22,3,4,1,0,1
61,3,4,2,0,2
70,5,6,8,0,1
4,3,4,13,0,1
13,3,4,2,0,2
1,3,4,6,0,1
137,2,2,3,0,4
94,3,3,13,0,2
25,3,4,15,0,2
7,3,4,2,0,2
20,1,3,2,0,2
3,3,3,2,0,2
14,3,3,2,0,1
25,3,4,2,0,3
29,3,5,2,0,1
22,2,3,6,0,3
2,3,4,2,0,1
22,3,4,6,0,5
19,3,4,2,0,1
61,3,4,8,0,2
6,3,4,2,0,1
58,3,4,8,0,2
85,3,4,6,0,1
103,3,2,6,0,2
178,3,4,8,0,4
6,3,4,2,0,4
19,2,3,8,0,3
74,3,4,2,0,4
21,1,4,6,0,6
4,2,3,8,0,2
430,3,4,4,0,5
70,1,4,15,0,6
223,4,4,15,0,2
40,3,4,15,0,1
21,3,4,2,0,1
430,3,4,15,0,2
27,3,4,15,0,1
3,3,4,6,0,4
6,3,4,15,0,2
12,3,2,6,0,4
40,2,3,8,0,1
42,3,4,2,0,1
197,2,3,8,0,2
2,3,4,6,0,1
20,1,3,8,0,1
21,2,3,8,0,1
20,2,3,8,0,1
20,2,3,8,0,1
5,2,3,8,0,1
5,2,3,8,0,1
25,3,4,3,0,4
208,3,4,3,0,4
178,2,3,15,0,2
11,2,4,4,0,3
197,2,3,4,0,2
119,2,3,6,0,2
5,3,7,6,0,2
38,1,4,4,0,3
14,3,3,2,0,2
89,2,3,15,0,3
137,3,4,6,0,2
10,1,3,3,0,4
42,3,4,2,0,5
18,3,4,3,0,3
20,3,4,8,0,1
33,2,4,3,0,1
137,3,4,3,0,3
165,3,4,15,0,4
38,3,4,15,0,1
3,3,4,8,0,1
53,3,4,3,0,2
13,3,6,13,0,3
3,3,2,2,0,4
223,3,4,4,0,1
6,3,3,3,0,1
61,3,3,2,0,2
61,1,2,3,0,3
19,2,4,3,0,1
19,3,4,8,0,1
81,3,4,3,0,7
2,3,4,13,0,1
19,3,4,3,0,3
19,3,3,13,0,1
16,3,4,13,0,1
5,1,4,8,0,1
2,1,4,8,0,1
10,1,2,4,0,1
18,2,4,2,0,1
19,1,4,2,0,1
7,3,4,8,0,1
38,3,2,2,0,4
8,1,4,2,0,4
23,3,3,2,0,1
1,1,4,6,0,1
186,3,4,6,0,6
4,3,4,2,0,1
23,3,3,2,0,2
103,3,4,2,0,2
5,3,6,13,0,1
40,1,2,6,0,13
137,1,4,2,0,5
1,3,4,13,0,1
16,3,3,6,0,1
2,1,4,2,0,1
3,3,4,2,0,2
18,1,4,2,0,1
30,3,4,3,0,2
14,3,3,2,0,2
36,3,4,13,0,1
9,3,4,2,0,1
64,1,4,13,0,2
36,1,4,15,0,3
40,3,4,2,0,2
8,2,4,2,0,4
267,2,4,2,0,3
33,2,4,8,0,1
3,3,4,6,0,1
61,3,3,5,0,1
19,3,4,6,0,2
58,3,3,1,0,3
15,1,3,15,0,5
15,1,3,15,0,2
16,3,4,3,0,1
98,1,3,15,0,2
186,4,4,3,0,1
6,3,4,2,0,1
157,3,4,3,0,2
98,1,3,15,0,3
16,3,3,15,0,2
16,3,3,1,0,1
430,2,3,8,0,2
131,3,4,3,0,1
29,1,4,2,0,5
16,3,2,1,0,1
36,3,4,4,0,2
2,3,4,4,0,1
493,3,4,4,0,4
21,3,4,4,0,1
5,3,4,3,0,1
157,3,4,3,0,2
25,3,4,2,0,5
6,3,2,4,0,5
25,3,4,19,0,1
16,3,4,2,0,1
267,2,4,6,0,5
42,3,3,2,0,1
18,3,4,3,0,1
16,3,4,8,0,1
4,1,4,2,0,1
2,3,4,2,0,1
2,3,4,6,0,1
43,3,5,2,0,1
7,3,3,2,0,1
2,1,4,8,0,1
2,3,4,2,0,3
85,1,4,8,0,1
6,1,2,2,0,4
2,3,4,8,0,1
372,3,3,13,0,3
14,3,4,6,0,1
15,3,4,3,0,4
1,3,3,13,0,1
14,3,4,19,0,2
16,3,4,3,0,2
14,3,4,3,0,4
715,3,4,6,1,9
29,3,4,2,0,1
103,3,4,6,0,5
18,3,3,13,0,1
103,1,4,3,0,2
15,1,4,3,0,1
3,1,4,3,0,1
48,3,2,2,0,2
36,1,4,6,0,3
3,3,4,3,0,3
38,3,4,3,0,1
14,3,3,15,0,5
1,1,2,15,0,3
2,4,4,13,0,2
15,3,5,8,0,2
2,3,4,1,0,5
30,3,4,1,0,1
48,1,4,2,0,1
165,2,2,4,0,3
165,3,4,8,0,3
19,3,4,6,0,1
2,1,4,8,0,1
580,2,3,6,0,9
430,3,4,4,0,1
715,3,3,8,1,2
430,2,3,8,0,5
312,3,6,4,0,3
29,3,3,2,0,3
5,1,3,2,0,1
81,3,2,15,0,1
26,3,4,13,0,2
14,3,2,2,0,4
862,3,7,4,0,3
35,3,4,15,0,1
35,3,3,2,0,3
