T,P,S,O,D,A
21,3,4,6,0,4
113,1,4,3,0,2
131,3,4,6,0,2
53,3,4,6,0,5
430,2,4,6,0,2
372,3,4,6,0,2
286,3,4,6,0,3
94,3,4,2,0,2
48,3,4,15,0,3
38,3,4,3,0,2
3,3,4,3,0,3
46,3,4,3,0,2
9,3,4,20,0,2
94,3,4,5,0,5
55,3,4,3,0,2
6,3,4,2,0,2
14,1,3,20,0,2
89,3,4,2,0,1
125,3,3,4,0,1
3,1,3,2,0,1
430,3,4,6,0,3
43,3,4,20,0,2
6,3,3,3,0,1
7,3,4,2,0,8
3,3,1,3,0,3
6,3,1,2,0,1
3,3,5,2,0,1
22,1,4,2,0,1
3,3,4,2,0,1
715,2,4,3,0,4
3,3,2,20,0,2
35,3,4,2,0,6
6,3,4,2,0,1
862,3,4,3,0,1
1,3,4,20,0,3
2,3,4,3,0,4
125,3,4,3,0,2
7,3,5,2,0,2
16,3,3,13,0,2
40,2,4,2,0,4
6,3,4,15,0,1
10,3,5,4,0,1
338,2,4,8,0,4
6,3,4,8,0,1
862,3,4,3,0,3
5,3,5,3,0,1
43,3,2,3,0,3
1,1,3,2,0,2
131,3,5,13,0,1
10,3,4,6,0,1
338,3,4,6,0,2
8,3,4,6,0,1
8,3,4,6,0,1
862,3,4,1,0,2
2,3,4,2,0,4
67,3,4,13,2,1
6,3,3,2,0,1
14,3,4,2,0,5
74,3,5,6,0,2
2,3,4,8,0,2
67,3,4,2,1,2
6,3,5,2,0,1
113,3,4,2,0,3
5,3,4,2,0,1
67,3,4,3,0,3
2,3,3,6,0,2
16,3,4,3,0,1
8,3,4,2,0,5
14,3,3,6,0,4
64,3,4,2,1,2
208,2,3,6,0,6
2,3,4,13,0,1
70,1,1,3,0,10
5,3,4,6,0,4
10,3,4,6,0,1
149,3,4,6,0,3
6,3,4,13,0,3
131,3,4,13,0,1
2,3,2,3,0,3
1,3,4,6,0,2
46,3,5,13,0,3
67,3,4,2,0,4
98,1,4,2,2,3
14,3,4,3,0,5
16,1,2,13,0,3
6,3,5,20,0,1
208,3,7,4,0,1
35,3,4,6,0,3
77,3,4,6,0,1
1,3,4,2,0,1
13,3,4,2,0,3
43,3,4,8,0,1
6,3,4,4,0,2
119,2,3,8,0,5
1,3,4,13,0,1
5,3,1,2,0,1
43,3,3,6,2,2
61,3,4,13,0,2
43,3,4,1,0,1
7,3,5,2,0,3
13,3,1,15,0,4
3,3,5,13,0,2
862,3,3,13,0,1
286,1,1,3,0,20
81,1,1,3,0,3
89,3,1,2,0,3
36,3,4,15,0,1
15,3,4,6,0,5
125,3,4,2,0,2
8,3,4,2,0,2
131,3,4,2,0,4
40,3,4,2,0,3
5,1,1,13,0,2
149,3,4,8,0,3
165,2,4,8,0,4
5,3,4,6,0,1
10,3,3,15,0,1
42,3,4,2,0,4
197,3,4,3,0,2
77,3,5,2,0,2
42,3,4,3,0,2
13,3,3,6,0,3
223,3,4,6,0,2
40,3,4,2,0,1
715,2,3,6,0,1
286,3,7,6,0,2
8,1,4,2,0,4
8,3,7,2,0,3
5,3,4,2,0,3
77,3,4,3,0,1
77,3,4,6,0,2
77,3,4,6,0,3
67,3,4,6,0,2
4,3,4,20,0,1
157,3,4,6,0,2
61,3,4,3,0,6
149,3,4,2,0,5
38,3,4,6,0,3
715,3,4,6,0,9
36,3,4,3,0,1
2,3,4,2,0,3
48,3,3,3,0,1
3,3,4,2,0,2
3,3,4,3,0,1
3,3,5,6,0,1
61,1,2,2,1,9
186,3,4,3,0,4
42,3,4,20,0,2
11,3,3,3,0,1
11,3,4,2,0,6
10,2,4,6,0,1
5,3,5,8,0,1
5,3,4,13,0,1
26,3,4,13,0,1
3,3,5,13,0,1
13,3,4,20,0,1
338,3,4,3,0,2
1,3,3,13,0,1
157,3,4,6,0,2
2,3,4,6,0,1
208,3,4,6,2,1
38,2,4,13,0,1
53,3,4,8,0,2
14,3,3,13,0,1
149,3,5,13,0,3
312,3,4,13,1,4
208,3,4,8,0,1
33,3,4,3,0,1
862,2,4,6,0,4
18,3,4,8,0,1
4,3,4,2,0,1
4,3,4,2,0,2
4,3,4,2,0,1
61,3,5,1,0,1
12,3,4,2,0,1
55,2,4,13,0,1
81,1,2,3,0,1
372,3,5,8,0,4
9,3,3,13,0,3
4,3,2,13,0,3
103,3,5,6,0,4
2,3,3,2,0,1
25,3,5,2,0,1
25,3,5,2,0,1
16,2,4,2,0,1
16,3,4,6,0,2
81,3,4,2,2,6
38,3,4,3,0,2
22,3,4,2,0,1
165,3,3,13,0,1
2,3,4,8,0,1
67,3,5,2,0,2
26,3,4,3,0,2
165,3,2,2,1,4
40,3,4,13,0,2
55,3,3,3,0,2
3,3,3,15,0,2
77,3,4,2,1,2
1,3,6,1,0,2
46,3,4,13,0,2
85,3,3,2,0,1
3,3,2,6,0,2
286,3,7,6,0,2
2,3,3,2,0,4
2,3,3,2,0,4
2,3,3,2,0,4
1,1,1,3,0,3
2,3,3,2,0,4
3,3,4,6,1,2
26,2,4,15,0,1
38,3,3,6,0,3
64,3,2,1,1,3
119,2,4,8,0,4
715,3,7,6,0,3
9,3,5,8,0,1
77,3,4,8,0,7
372,3,4,6,0,4
10,1,2,6,0,5
2,3,3,13,0,2
3,3,4,2,0,7
1,3,3,13,0,1
8,3,3,15,0,4
74,3,4,2,0,3
8,3,5,2,0,1
70,3,4,2,0,2
85,3,4,2,0,1
3,2,3,2,0,1
18,3,2,6,0,2
53,3,3,2,0,1
10,3,2,6,0,2
22,3,2,6,0,2
33,3,2,6,0,3
149,3,2,13,0,2
10,3,4,2,0,1
10,3,4,2,0,1
862,4,4,2,0,3
46,2,3,2,0,4
239,3,2,13,0,3
1958,3,4,2,0,14
55,3,2,2,0,3
94,3,3,3,0,2
38,3,5,2,0,3
30,3,1,15,0,2
89,2,3,8,0,3
3,3,4,3,0,1
85,1,2,2,0,10
50,3,4,2,0,1
42,3,2,3,0,2
25,3,3,2,0,2
18,3,4,15,0,2
3,3,4,6,0,1
89,2,3,20,0,4
137,3,4,4,0,5
8,3,4,7,0,1
25,3,4,15,0,2
5,3,4,15,0,1
157,3,4,3,0,2
40,3,4,6,0,4
64,1,4,8,1,2
85,3,4,6,0,3
715,3,7,13,0,3
74,3,4,8,0,2
70,2,5,13,0,2
312,3,4,2,0,2
35,3,4,2,0,2
3,3,1,2,0,3
16,3,3,3,0,3
13,3,4,13,0,2
2,1,2,8,0,2
35,3,6,4,0,1
372,3,4,15,0,1
30,3,4,2,0,1
430,2,4,6,0,3
61,3,4,3,0,1
131,3,6,8,0,2
178,4,4,20,0,1
81,1,3,20,0,1
43,3,5,20,0,1
21,3,4,2,0,1
1,1,1,3,0,3
1,3,4,13,0,1
19,3,4,2,0,1
3,3,2,20,0,2
131,3,5,2,0,2
3,3,3,6,0,1
125,3,4,3,2,3
197,3,4,6,0,6
372,3,4,3,0,8
14,3,4,3,0,1
36,3,4,2,0,1
6,3,3,2,0,1
1,3,4,2,0,3
9,3,2,3,0,3
20,3,4,6,0,3
70,3,6,20,0,1
42,1,4,2,0,2
715,2,5,6,0,6
3,3,4,6,0,1
8,3,4,13,0,1
8,3,4,13,0,2
157,3,4,8,0,4
2,3,2,2,0,6
125,2,4,8,0,3
986,3,4,6,1,8
42,3,4,3,0,3
29,1,1,20,0,2
58,3,5,3,0,1
29,3,4,3,0,1
22,3,2,2,0,3
7,2,5,13,0,1
85,3,4,2,0,6
7,1,1,15,0,5
142,1,2,3,0,1
2,3,4,2,0,7
5,3,1,15,0,4
36,3,4,2,0,4
53,3,4,6,0,3
223,1,3,3,0,2
33,3,4,13,0,2
131,3,4,2,0,3
2,3,4,13,0,1
108,3,4,3,0,3
5,3,4,3,0,1
338,2,3,2,0,3
14,3,3,2,0,3
715,2,3,2,0,3
715,3,4,6,0,7
131,2,4,2,0,1
40,2,4,6,0,3
208,4,4,2,0,1
55,3,4,6,0,3
862,3,4,6,1,6
89,3,3,13,0,2
2,3,1,6,0,9
372,3,4,6,0,9
20,3,2,6,0,3
223,3,2,20,0,1
36,2,4,3,0,2
5,3,4,6,0,2
61,1,4,6,0,4
70,3,4,13,0,1
2,3,4,6,0,2
338,3,4,8,7,1
239,3,4,3,0,11
42,3,1,15,0,2
312,3,1,15,0,3
6,3,1,8,0,4
125,3,4,3,0,3
25,3,1,6,0,4
30,3,4,2,0,2
715,3,4,3,0,4
223,3,4,2,0,5
372,3,4,6,30,3
6,3,2,3,0,2
3,3,2,3,0,3
19,3,4,6,0,1
3,3,4,3,0,1
125,2,4,20,0,4
338,3,4,8,7,1
64,1,1,6,0,2
1,3,4,6,0,1
6,3,4,3,0,5
25,3,4,6,0,3
3,3,4,8,0,1
58,3,4,6,0,5
55,3,2,15,0,2
1,3,3,6,0,2
58,3,3,13,0,3
6,3,5,15,1,3
6,3,5,6,0,2
6,3,4,6,0,2
6,3,2,6,0,2
197,3,4,6,0,3
1,3,4,6,0,2
27,3,4,2,0,4
715,3,4,8,17,2
30,3,2,13,0,1
58,3,4,6,0,1
15,3,2,6,0,2
178,3,4,3,0,2
6,3,3,8,0,1
5,3,2,8,0,1
5,3,4,2,0,2
81,3,4,2,0,1
46,3,4,2,0,1
157,2,3,8,0,3
103,3,7,6,0,2
338,3,7,6,1,13
208,3,4,2,0,1
5,2,2,13,0,1
70,1,4,6,0,5
6,3,2,3,0,5
29,3,3,13,0,1
58,3,4,2,0,3
7,1,1,6,0,1
113,3,4,2,0,1
6,3,1,2,0,4
197,3,4,6,0,4
22,1,4,2,0,4
55,3,4,6,0,2
312,2,4,15,0,1
20,3,4,4,0,1
25,1,4,6,0,2
77,3,4,6,0,4
14,3,3,2,0,2
4,3,3,6,0,2
20,2,5,13,1,1
14,3,4,6,0,4
4,3,4,2,0,1
6,3,4,6,0,1
7,3,4,6,0,4
157,3,4,2,0,3
67,2,4,13,0,3
8,3,4,8,0,2
197,1,1,6,1,2
4,3,6,3,0,1
58,3,4,8,0,2
1,3,4,8,0,2
12,3,5,3,0,6
137,3,4,6,0,2
77,3,6,3,0,1
5,3,4,3,0,1
5,3,4,19,0,1
33,3,4,3,0,2
6,3,1,13,0,1
11,3,1,13,0,1
14,3,3,13,0,3
2,3,4,13,0,1
862,3,4,6,0,4
149,3,4,8,0,1
81,3,4,3,0,1
286,3,4,8,0,2
197,3,4,3,0,1
4,3,2,2,0,1
338,3,4,6,0,2
125,3,5,2,0,2
267,3,3,6,0,8
12,3,4,2,0,1
14,3,4,13,0,1
23,3,4,2,0,6
103,3,4,3,0,3
22,3,4,3,0,2
5,3,4,3,0,2
67,3,4,3,0,1
12,3,2,6,0,1
8,2,4,1,0,1
14,3,4,8,0,1
312,3,4,3,0,1
3,3,4,2,0,1
70,3,4,2,0,2
1,1,1,20,0,7
1,3,1,2,0,1
286,1,1,3,0,3
12,3,5,8,0,1
81,3,4,4,0,2
3,3,4,8,0,2
197,3,5,3,0,2
2,3,3,8,0,2
19,3,4,2,0,2
98,3,2,1,0,1
580,3,7,6,0,4
11,3,3,6,0,1
29,3,2,2,0,3
157,3,5,3,0,2
77,3,5,6,0,7
338,3,7,6,0,9
23,3,4,6,0,1
197,3,4,8,0,2
312,3,4,1,1,3
2,3,3,6,1,2
8,3,3,13,0,1
2,3,2,2,0,4
3,3,4,6,0,4
53,3,4,8,0,1
119,1,4,8,0,2
6,1,2,8,0,5
4,3,4,8,0,1
2,3,1,2,0,2
50,3,4,6,0,6
108,3,4,13,0,1
3,3,4,6,0,1
10,2,4,2,0,3
137,3,4,6,0,1
67,3,3,2,0,4
862,3,3,8,1,7
1264,2,4,2,1,5
157,1,2,13,1,7
715,1,4,2,1,5
43,3,4,3,1,2
267,2,2,6,0,6
64,3,3,8,0,2
6,3,3,4,0,1
70,3,3,4,0,3
70,2,3,2,1,2
3,2,2,2,0,3
1,3,4,2,0,1
25,3,3,13,0,1
7,3,4,2,0,3
43,3,4,6,0,3
89,3,4,20,0,6
2,1,2,2,0,11
3,1,2,2,0,7
33,3,4,2,0,2
35,3,4,6,1,1
7,2,3,15,0,2
15,5,6,6,0,1
312,3,4,6,0,1
2,3,3,6,0,2
18,3,4,6,0,1
1,1,2,6,0,1
2,2,2,2,0,5
3,1,2,3,0,2
197,2,7,8,0,3
2,1,1,6,0,1
48,3,4,15,0,1
42,3,4,2,0,4
9,3,7,2,0,1
2,3,4,15,0,3
3,3,4,6,0,5
208,3,3,6,0,4
6,2,2,3,0,4
1,3,4,8,0,1
25,3,3,2,0,2
46,3,4,6,0,3
2,2,1,3,0,4
5,3,4,3,0,2
2,3,4,1,0,3
1,1,3,2,0,5
5,3,1,15,1,3
2,3,2,8,0,1
2,1,1,2,0,5
42,3,4,2,0,4
197,3,4,8,0,7
11,3,4,3,0,1
55,3,3,13,0,2
22,3,4,2,0,2
2,1,4,2,0,2
70,3,4,2,0,1
55,3,3,3,0,1
33,3,4,6,0,1
14,3,4,2,0,1
2,1,1,6,0,4
15,3,4,2,0,1
2,3,2,2,0,3
5,1,4,8,0,1
5,2,4,6,0,1
29,3,4,3,0,1
15,3,1,2,0,1
149,3,3,2,0,1
1,3,4,2,0,1
36,1,4,3,0,6
2,3,4,2,0,2
23,3,4,3,0,1
1264,2,4,25,4,61
29,3,4,3,0,1
157,3,4,6,2,4
67,3,1,15,0,4
19,3,2,6,0,9
67,2,4,8,0,3
2,1,2,13,0,1
6,3,4,13,0,1
1,2,3,3,1,4
29,3,4,2,0,1
26,3,4,6,0,1
29,3,4,6,0,2
6,3,4,2,0,2
42,3,4,20,0,2
74,1,1,6,0,1
6,3,4,3,0,2
312,3,4,2,1,12
1,3,2,3,1,2
67,3,4,2,0,1
55,3,4,3,0,3
50,3,3,2,0,3
14,2,7,6,0,3
4,3,4,3,0,1
1,3,4,3,0,3
18,3,4,6,0,4
70,3,3,15,0,4
149,2,3,6,2,11
35,3,4,3,0,1
1,3,4,6,0,2
21,3,4,3,0,1
4,3,5,2,0,1
16,3,3,3,0,2
11,2,3,2,0,2
77,3,4,4,0,1
430,3,4,6,0,5
81,2,4,6,0,2
3,3,4,6,0,1
74,3,4,2,0,6
89,4,5,6,0,2
5,1,2,6,0,5
25,3,4,6,0,1
55,3,4,6,1,3
15,3,4,6,1,2
10,3,4,15,0,3
21,3,4,13,0,2
7,3,3,3,0,3
7,3,3,3,0,1
3,3,4,20,0,3
27,3,4,2,0,1
26,3,3,2,0,5
53,3,3,2,0,1
3,3,1,13,0,1
30,3,4,6,0,3
4,3,4,2,0,1
74,1,2,20,0,3
430,3,4,6,0,2
22,3,4,6,0,2
70,1,3,8,0,4
67,3,4,2,1,2
94,3,4,15,0,7
108,3,4,6,0,1
1264,1,4,6,0,5
1958,3,4,6,0,10
338,3,4,6,0,1
312,3,4,6,0,6
862,3,4,6,0,13
149,3,4,6,0,6
430,3,7,4,0,5
267,3,7,4,0,1
10,3,2,2,0,2
8,3,4,2,0,6
223,3,4,6,0,2
312,3,4,3,1,4
223,3,4,6,0,2
12,3,4,20,0,3
94,3,3,13,0,2
74,3,5,13,0,1
40,3,4,8,0,1
53,3,4,6,0,1
430,3,4,8,0,2
131,1,4,3,1,3
2,3,4,1,0,1
165,3,4,1,0,1
61,3,4,1,0,1
267,3,4,6,0,6
3,3,4,1,0,3
6,3,4,1,0,3
10,3,4,8,0,2
3,3,4,3,0,3
1,3,4,8,0,3
67,3,4,2,0,2
7,3,3,2,0,1
165,3,4,2,0,2
18,3,4,4,0,3
6,3,2,2,0,1
3,3,4,4,0,2
251,3,4,3,1,4
131,2,4,8,0,5
3,3,2,3,0,5
50,1,4,4,0,2
30,3,4,6,1,6
7,3,6,3,0,1
16,3,4,8,0,1
33,2,3,3,0,2
6,3,7,3,0,1
4,1,1,8,0,10
6,3,4,13,0,1
81,2,3,6,1,3
33,1,2,6,0,3
33,1,2,6,0,11
33,3,4,8,0,4
372,2,4,8,0,3
2,3,4,3,0,2
27,3,4,8,0,1
25,3,4,1,0,1
9,3,4,3,0,1
239,5,7,6,0,2
38,3,4,2,0,1
77,2,7,6,0,3
2,3,4,6,0,1
23,3,4,6,0,2
5,3,4,3,0,3
1264,2,7,6,0,4
33,3,4,6,0,5
13,2,7,6,0,3
1264,2,7,6,0,7
58,2,7,6,0,1
77,2,7,6,0,2
48,2,7,6,0,1
48,2,7,6,0,1
103,2,7,6,0,3
26,2,7,6,0,2
13,2,7,6,0,1
48,2,7,6,0,2
29,2,7,6,0,1
15,2,7,6,0,1
103,2,7,6,0,3
165,1,4,6,1,3
64,2,7,6,10,1
103,2,7,6,0,3
286,3,4,8,0,3
38,2,7,6,0,1
286,2,7,6,0,3
186,2,7,6,0,3
286,2,7,6,0,1
50,3,4,6,0,2
1,2,4,3,0,2
286,2,7,6,0,3
50,3,4,6,0,1
50,3,4,6,0,1
50,3,4,6,0,1
165,2,7,6,0,1
30,3,4,3,0,2
29,2,7,6,0,1
58,2,7,6,0,1
862,2,7,6,2,18
125,1,7,6,0,1
251,2,7,6,0,9
2,2,7,6,0,1
46,2,7,6,0,1
64,2,1,6,0,1
46,2,7,6,0,4
208,2,7,6,0,3
64,2,7,6,0,2
64,2,7,6,0,2
186,2,7,6,0,3
312,3,4,3,0,1
53,3,4,3,0,1
493,3,7,6,0,1
267,3,7,6,0,1
493,3,7,6,0,1
493,3,7,6,0,2
85,3,7,6,0,2
267,3,7,6,0,1
197,3,7,6,0,1
15,3,7,6,0,1
53,3,4,13,0,1
149,3,3,13,0,4
53,4,7,3,0,2
157,3,4,6,0,2
53,3,5,1,0,2
119,3,4,4,0,2
43,3,4,20,0,4
10,3,4,2,0,3
3,3,4,20,0,2
223,1,4,6,0,13
137,3,4,3,0,4
48,3,4,15,0,4
372,3,4,2,0,5
29,3,4,6,0,1
30,3,4,6,0,4
29,3,4,15,0,2
29,3,4,15,0,2
50,3,4,2,0,7
25,3,4,2,0,4
1,3,4,6,0,1
2,1,4,16,0,5
131,3,4,6,0,4
77,2,3,20,0,3
53,2,4,2,0,3
9,3,3,13,0,2
53,3,4,3,0,2
27,3,4,2,1,1
21,3,4,6,0,1
197,3,4,6,0,1
30,3,4,6,1,1
23,3,4,2,0,3
108,3,4,8,0,4
8,2,4,15,0,1
14,3,4,3,0,1
1264,3,4,2,0,1
11,3,7,3,0,2
64,3,4,3,1,2
53,3,3,6,0,2
2,2,3,2,0,2
3,3,3,15,1,2
43,3,6,15,0,1
4,3,3,3,1,5
23,3,4,6,0,2
67,2,4,6,0,2
67,3,4,6,0,3
239,3,4,3,0,2
8,2,3,2,0,3
67,2,4,3,0,1
14,1,4,2,0,3
286,3,4,3,0,1
2,3,4,15,0,1
4,3,4,15,0,2
4,3,4,3,0,1
8,3,5,15,0,1
4,3,5,15,0,2
157,3,4,6,1,2
27,3,4,6,0,2
267,3,4,6,0,2
430,4,4,6,1,3
29,3,4,6,0,2
108,3,4,6,0,2
2,2,3,6,0,3
64,3,4,6,0,2
1,1,3,6,0,2
131,3,4,2,0,7
2,3,3,6,1,2
98,1,4,6,2,3
14,1,2,6,0,1
58,3,4,2,0,2
372,4,4,6,1,8
2,3,4,6,0,1
186,1,4,6,0,3
23,1,4,6,0,2
430,3,4,6,0,5
23,1,4,6,0,2
14,3,4,15,0,3
36,1,1,15,0,2
1,3,3,3,0,1
16,3,3,6,0,1
98,2,4,3,0,4
94,2,4,3,0,2
10,3,4,6,0,3
165,2,4,3,0,4
16,1,2,15,0,2
108,2,4,3,0,3
15,3,4,2,0,2
21,3,4,6,0,2
157,3,4,6,0,5
30,3,4,2,0,3
1,3,4,2,0,1
862,2,7,6,0,6
64,3,4,2,0,4
35,3,3,2,0,3
157,2,4,4,0,2
27,2,3,2,0,4
19,3,4,13,0,2
38,3,3,2,0,2
1,3,4,2,0,3
25,3,4,8,0,2
23,3,4,3,0,2
1,3,4,15,0,1
2,3,4,6,0,2
20,3,3,15,0,3
20,3,5,13,0,1
98,3,4,8,0,1
85,3,4,8,1,1
986,3,4,6,4,9
1,3,4,8,0,2
6,3,4,3,0,2
94,3,4,8,1,1
6,3,4,3,0,1
103,3,4,3,1,2
29,3,5,13,0,1
1,3,2,13,0,2
6,3,2,13,0,1
372,3,4,6,1,9
30,3,4,2,0,1
18,3,4,2,0,1
29,3,4,2,0,1
64,3,4,8,0,2
70,3,4,15,0,2
5,3,4,8,0,1
267,3,4,26,0,2
21,3,4,21,0,1
3,3,4,15,0,2
43,3,4,8,0,1
3,3,4,8,0,1
50,3,4,3,0,5
430,3,4,6,1,4
430,3,4,6,1,3
108,1,4,6,0,1
40,3,4,2,0,1
43,3,4,8,0,1
74,3,7,2,0,2
223,3,7,6,0,9
239,3,4,8,0,3
27,3,4,8,0,1
43,2,4,6,0,1
14,3,4,8,0,1
16,3,4,6,0,6
2,3,3,2,0,1
20,3,2,2,0,1
61,1,2,2,0,5
55,3,4,6,0,1
2,3,4,1,0,1
149,2,4,13,0,2
286,2,4,13,0,2
178,3,5,2,0,4
30,3,4,3,0,1
186,3,4,6,0,3
38,2,4,15,0,1
113,3,4,6,0,2
267,3,4,6,0,3
25,3,4,3,0,3
70,1,2,8,0,5
286,1,2,15,0,3
312,3,4,15,0,2
98,3,2,3,0,2
29,3,3,2,0,1
2,3,4,6,0,1
580,2,4,2,0,3
21,3,4,2,0,1
2,1,4,2,0,3
12,3,4,15,0,3
1,3,4,2,0,1
715,2,3,13,1,2
6,3,4,2,0,2
14,3,4,8,0,2
197,3,4,13,1,3
27,3,5,13,0,1
3,3,4,8,0,1
149,2,2,8,0,2
286,3,4,3,0,1
286,3,4,3,0,2
286,3,4,3,0,3
286,3,4,3,0,2
286,3,4,3,0,5
286,3,4,3,0,3
267,3,4,2,1,2
286,3,4,3,0,2
312,2,5,2,0,1
286,3,4,3,0,1
42,1,4,3,0,4
21,2,4,6,0,2
26,3,4,6,0,4
29,3,4,20,0,2
26,3,4,3,0,2
12,1,1,15,0,2
21,2,4,2,0,2
2,3,4,2,0,2
27,3,2,2,0,2
46,3,4,6,0,2
50,3,4,3,0,1
21,2,4,20,0,3
286,3,4,3,0,1
33,3,3,6,0,1
7,3,4,6,0,1
14,3,4,3,0,2
12,3,4,3,1,1
10,1,2,2,0,2
42,3,4,1,0,2
64,3,4,2,0,4
64,3,3,2,0,3
1,3,2,6,0,3
286,3,4,3,0,2
5,2,6,4,0,1
48,2,4,4,0,1
36,3,4,2,0,4
4,3,4,2,0,3
21,1,4,2,0,2
103,3,4,2,0,3
1,3,1,6,0,1
20,3,5,6,1,2
6,3,4,6,0,1
67,3,4,6,0,5
5,3,7,3,0,1
862,3,4,6,1,2
1,3,4,6,0,6
22,3,4,15,0,4
1,3,4,2,0,1
2,3,4,6,0,4
21,3,2,19,0,1
1,3,4,6,0,3
197,3,2,19,0,2
25,2,4,13,0,2
23,1,4,2,0,2
61,1,4,13,0,1
55,1,4,13,0,1
7,1,4,2,0,2
77,3,4,13,0,2
77,1,3,13,0,1
286,3,4,6,0,3
67,3,4,6,0,1
67,3,4,13,1,3
6,3,4,6,0,2
1,2,4,15,0,1
25,3,4,13,0,1
26,3,4,4,0,1
4,3,3,2,0,1
61,3,4,2,0,2
27,3,3,2,0,1
4,3,4,2,0,1
27,3,3,2,0,1
493,3,4,2,0,1
85,3,4,3,0,4
125,3,3,1,0,1
157,2,4,1,1,2
157,3,3,2,0,1
372,3,5,13,1,2
493,3,7,13,0,4
149,3,4,13,1,6
64,3,3,2,0,2
29,3,4,20,0,3
372,3,4,6,0,1
38,3,4,3,0,2
157,3,4,13,0,1
70,3,2,13,0,2
8,3,5,2,0,1
74,3,4,13,0,3
11,3,4,3,0,1
58,3,4,6,0,5
6,3,4,3,0,3
46,1,2,3,0,3
20,3,4,8,0,1
27,1,4,4,0,1
22,3,4,2,0,3
22,3,4,2,0,3
27,3,4,2,3,3
103,2,3,20,0,4
5,1,1,6,0,1
46,3,4,8,0,1
74,3,4,6,0,1
6,3,4,13,0,2
11,3,4,3,0,1
19,3,6,8,0,1
43,4,4,6,0,2
10,3,4,6,0,3
338,3,6,3,0,10
11,2,3,8,0,3
125,1,4,3,0,4
4,3,4,4,0,2
5,3,2,2,0,3
40,1,4,2,0,1
580,3,2,27,0,1
10,3,5,3,0,1
6,3,3,20,0,1
3,3,4,2,0,3
157,3,4,8,0,2
43,3,3,3,0,3
19,2,3,13,0,1
77,2,4,13,0,2
1958,3,4,13,0,2
10,3,4,3,0,1
223,3,2,27,0,1
7,3,4,13,0,4
5,1,4,13,0,2
267,3,4,3,0,3
7,3,6,13,0,2
6,3,4,8,0,1
580,3,4,7,0,6
131,3,2,13,0,2
46,3,4,3,0,1
125,3,6,13,0,3
42,3,4,3,0,2
715,3,4,6,1,5
33,3,6,8,0,1
8,3,5,2,0,2
4,3,4,3,0,1
2,3,4,6,0,4
33,3,4,3,0,1
149,3,4,3,0,1
5,3,4,3,0,1
2,3,4,4,0,2
38,3,4,4,0,2
3,1,2,3,0,2
267,3,4,2,0,2
61,3,4,3,1,2
1,3,4,1,0,1
4,3,4,1,0,2
862,3,4,27,0,4
10,3,4,1,0,1
46,3,4,1,0,1
5,3,4,1,0,3
22,3,4,1,0,1
580,3,4,6,0,3
11,3,4,13,0,1
580,3,3,27,0,1
312,3,7,4,2,7
26,3,2,2,1,6
25,3,4,8,0,4
1,3,4,4,0,1
13,3,4,20,0,1
13,3,4,20,0,1
2,3,2,2,0,1
25,3,2,13,0,2
10,3,4,8,0,1
5,3,6,8,0,1
2,3,4,3,0,1
1,3,3,2,0,2
103,3,5,8,0,1
3,3,4,8,0,1
58,3,2,2,0,2
42,3,3,2,0,5
29,3,5,2,0,1
94,3,4,8,0,2
15,2,2,2,0,1
13,3,3,2,0,2
43,1,4,6,0,1
715,2,4,6,0,2
18,3,3,6,0,6
251,3,2,15,0,4
3,3,1,3,0,3
157,2,4,6,1,5
2,3,4,2,0,1
8,3,2,2,0,3
1,3,1,15,0,7
40,3,4,2,0,2
81,3,4,6,0,4
36,3,4,15,0,2
286,1,3,6,0,3
2,3,4,1,0,1
8,3,4,4,0,1
3,3,2,2,0,4
580,3,4,15,0,3
16,3,4,15,0,4
15,3,3,6,0,1
25,3,4,8,0,1
2,3,4,3,0,2
3,3,4,2,0,4
3,3,4,3,0,2
3,3,4,15,0,2
14,2,1,20,0,5
14,3,4,8,0,1
10,3,4,6,0,2
25,3,2,2,0,3
61,3,4,8,0,1
89,1,1,6,0,6
38,3,4,3,0,2
53,3,4,3,0,2
2,3,4,15,0,2
55,3,4,6,0,2
580,3,4,4,0,1
64,3,2,2,0,2
48,3,4,4,0,1
239,3,4,13,0,5
986,5,7,13,0,1
131,3,3,13,0,2
108,3,4,6,0,4
1,4,6,15,0,1
493,2,3,6,0,4
29,2,3,3,0,4
157,2,3,6,0,6
36,2,3,2,0,5
1,3,1,6,0,3
36,2,3,6,0,4
15,3,4,6,0,1
312,3,7,6,0,2
178,3,4,8,1,1
14,3,5,6,0,1
16,3,3,2,0,1
3,3,5,2,0,2
113,3,2,2,0,1
5,3,5,2,0,2
165,2,3,6,1,6
430,2,1,6,0,7
42,3,4,2,0,4
267,2,4,6,0,4
2,3,2,6,0,1
10,2,3,2,0,2
36,2,4,2,0,3
5,3,4,2,0,2
74,3,4,3,0,2
7,1,2,15,0,1
1,3,4,4,0,2
23,3,4,14,0,6
1,3,3,2,0,4
2,3,1,6,0,1
15,3,5,13,0,1
14,2,2,3,0,1
1,3,3,2,0,2
3,2,3,2,0,3
18,3,2,3,0,2
1,3,2,13,0,3
119,3,4,2,0,7
119,1,4,2,0,8
15,3,2,6,0,3
61,1,4,2,0,4
137,3,4,2,0,4
580,3,7,13,0,2
61,4,5,6,0,2
53,3,1,6,2,2
3,3,4,2,0,5
3,1,2,2,0,4
137,3,2,6,0,3
9,3,2,6,0,1
